0 0 6.94909
0 1 6.77898
0 2 8.16116
0 3 7.56556
0 4 6.85866
0 5 6.36635
0 6 8.25510
0 7 7.50719
0 8 6.60793
1 0 6.88602
1 1 6.69455
1 2 8.07221
1 3 7.50365
1 4 6.78159
1 5 6.31992
1 6 8.15670
1 7 7.49523
1 8 6.68910
2 0 6.72584
2 1 6.51447
2 2 7.85648
2 3 7.40394
2 4 6.62951
2 5 6.12878
2 6 7.92877
2 7 7.30675
2 8 6.37342
3 0 7.22033
3 1 6.97863
3 2 8.04623
3 3 7.63703
3 4 7.02171
3 5 6.52554
3 6 8.14403
3 7 7.61030
3 8 6.78813
4 0 6.94020
4 1 6.68173
4 2 7.84584
4 3 7.50643
4 4 6.77781
4 5 6.35575
4 6 8.03633
4 7 7.61903
4 8 6.72618
5 0 6.85636
5 1 6.76699
5 2 7.88213
5 3 7.49615
5 4 6.85757
5 5 6.42644
5 6 7.92870
5 7 7.46531
5 8 6.58431
6 0 6.69051
6 1 6.48660
6 2 7.81642
6 3 7.43703
6 4 6.67830
6 5 6.15066
6 6 7.99192
6 7 7.52517
6 8 6.46318
7 0 6.95413
7 1 6.70656
7 2 7.62961
7 3 7.47308
7 4 6.66197
7 5 6.16583
7 6 7.87363
7 7 7.64124
7 8 6.69486
8 0 6.69432
8 1 6.52704
8 2 7.75333
8 3 7.28559
8 4 6.63636
8 5 6.17471
8 6 7.87756
8 7 7.32601
8 8 6.50674
9 0 6.81598
9 1 6.57628
9 2 7.74020
9 3 7.38911
9 4 6.66940
9 5 6.23613
9 6 7.75097
9 7 7.28556
9 8 6.48973
10 0 6.57598
10 1 6.38592
10 2 7.26232
10 3 7.11061
10 4 6.36329
10 5 5.96149
10 6 7.57146
10 7 7.26175
10 8 6.31896
11 0 8.85857
11 1 7.35809
11 2 12.65691
11 3 8.68435
11 4 8.69903
11 5 6.96609
11 6 12.90574
11 7 8.75215
11 8 8.32322
12 0 6.71993
12 1 6.51040
12 2 7.54087
12 3 7.23730
12 4 6.53170
12 5 6.02253
12 6 7.90791
12 7 7.50483
12 8 6.38536
13 0 7.04678
13 1 6.91072
13 2 8.12885
13 3 7.59173
13 4 6.87348
13 5 6.36761
13 6 8.42321
13 7 7.82446
13 8 6.81120
14 0 6.82806
14 1 6.63968
14 2 7.90701
14 3 7.48223
14 4 6.71228
14 5 6.17420
14 6 8.21803
14 7 7.67414
14 8 6.62569
15 0 6.97083
15 1 6.74691
15 2 8.11463
15 3 7.62270
15 4 6.87743
15 5 6.32322
15 6 8.39883
15 7 7.93120
15 8 6.93792
16 0 8.26739
16 1 7.68003
16 2 8.85229
16 3 8.79391
16 4 8.10116
16 5 7.34019
16 6 9.16335
16 7 9.09006
16 8 8.09569
17 0 7.03190
17 1 6.75996
17 2 8.21740
17 3 7.79366
17 4 7.07076
17 5 6.44890
17 6 8.50995
17 7 7.93793
17 8 6.92833
18 0 6.39233
18 1 6.32043
18 2 7.45033
18 3 7.18875
18 4 6.41287
18 5 5.87192
18 6 7.71852
18 7 7.39709
18 8 6.28000
19 0 6.87381
19 1 6.67155
19 2 7.81204
19 3 7.59746
19 4 6.77468
19 5 6.19474
19 6 8.09994
19 7 7.79246
19 8 6.72052
20 0 7.06788
20 1 6.80484
20 2 8.13889
20 3 7.77212
20 4 6.90893
20 5 6.44475
20 6 8.35833
20 7 7.94077
20 8 6.79554
21 0 6.94217
21 1 6.79529
21 2 7.82304
21 3 7.53704
21 4 6.74060
21 5 6.31394
21 6 8.20873
21 7 7.79551
21 8 6.84570
22 0 6.86806
22 1 6.78062
22 2 7.94521
22 3 7.54396
22 4 6.79667
22 5 6.34271
22 6 8.12456
22 7 7.62138
22 8 6.70932
23 0 8.98177
23 1 7.41322
23 2 13.51994
23 3 8.72838
23 4 9.04529
23 5 7.14271
23 6 13.71897
23 7 8.81044
23 8 8.49113
24 0 6.76518
24 1 6.50959
24 2 8.17196
24 3 7.64240
24 4 6.82412
24 5 6.22015
24 6 8.36614
24 7 7.71510
24 8 6.59241
25 0 6.86529
25 1 6.67074
25 2 8.48693
25 3 7.78982
25 4 7.00694
25 5 6.46602
25 6 8.48396
25 7 7.76050
25 8 6.71837
26 0 6.62361
26 1 6.38109
26 2 8.10602
26 3 7.47895
26 4 6.65513
26 5 6.06490
26 6 8.33572
26 7 7.63436
26 8 6.66687
27 0 7.05712
27 1 6.78910
27 2 8.41321
27 3 7.73783
27 4 6.98777
27 5 6.45818
27 6 8.66284
27 7 8.00782
27 8 6.91473
28 0 7.10093
28 1 6.74402
28 2 8.37320
28 3 7.78509
28 4 7.03346
28 5 6.42243
28 6 8.55843
28 7 7.81726
28 8 6.82663
29 0 7.19344
29 1 6.96549
29 2 8.51167
29 3 7.87764
29 4 7.20338
29 5 6.51246
29 6 8.83732
29 7 8.04412
29 8 7.03909
30 0 7.14119
30 1 6.79728
30 2 8.43119
30 3 7.94375
30 4 7.04308
30 5 6.40532
30 6 8.68901
30 7 7.98114
30 8 6.87183
31 0 7.12444
31 1 6.77571
31 2 8.43303
31 3 7.80951
31 4 7.01081
31 5 6.37767
31 6 8.61503
31 7 7.90636
31 8 6.87056
32 0 6.86478
32 1 6.69060
32 2 8.26266
32 3 7.70258
32 4 6.95180
32 5 6.34744
32 6 8.45156
32 7 7.82046
32 8 6.78771
33 0 6.87678
33 1 6.67229
33 2 8.10070
33 3 7.41349
33 4 6.69340
33 5 6.19671
33 6 8.38818
33 7 7.63987
33 8 6.77355
34 0 7.00312
34 1 6.88615
34 2 8.07005
34 3 7.54681
34 4 6.80945
34 5 6.39439
34 6 8.43251
34 7 7.80059
34 8 6.74972
35 0 8.98999
35 1 7.62426
35 2 13.41800
35 3 8.95156
35 4 8.85853
35 5 7.32399
35 6 13.56350
35 7 8.97447
35 8 8.44886
36 0 7.19385
36 1 6.61185
36 2 8.65211
36 3 7.24166
36 4 6.93205
36 5 6.31322
36 6 8.64923
36 7 7.13576
36 8 6.69556
37 0 7.48079
37 1 6.88087
37 2 9.16217
37 3 7.65874
37 4 7.31428
37 5 6.78447
37 6 9.13056
37 7 7.57765
37 8 7.02078
38 0 7.74062
38 1 6.94256
38 2 9.21746
38 3 7.66107
38 4 7.26669
38 5 6.70386
38 6 9.19639
38 7 7.62403
38 8 7.12306
39 0 7.48475
39 1 6.87966
39 2 8.82693
39 3 7.53262
39 4 7.33366
39 5 6.76837
39 6 8.81125
39 7 7.45950
39 8 6.98303
40 0 7.37224
40 1 6.89284
40 2 8.97342
40 3 7.57856
40 4 7.19223
40 5 6.68922
40 6 8.82159
40 7 7.44443
40 8 6.84348
41 0 7.35518
41 1 6.95311
41 2 8.72446
41 3 7.55663
41 4 7.24826
41 5 6.68032
41 6 8.78132
41 7 7.44340
41 8 6.92823
42 0 0.65705
42 1 0.64969
42 2 0.68694
42 3 4.93493
42 4 5.90770
42 5 3.32492
42 6 5.38417
42 7 3.98118
42 8 5.92043
43 0 0.65482
43 1 0.65812
43 2 0.66113
43 3 6.00734
43 4 4.92894
43 5 9.29131
43 6 7.55357
43 7 5.67086
43 8 7.23827
44 0 0.71806
44 1 0.72505
44 2 0.72358
44 3 4.90605
44 4 4.88927
44 5 6.33077
44 6 6.02809
44 7 4.21265
44 8 7.18082
45 0 0.69297
45 1 0.68819
45 2 0.70579
45 3 5.41980
45 4 7.20667
45 5 4.21977
45 6 7.01930
45 7 4.99326
45 8 4.59566
46 0 0.63532
46 1 0.65032
46 2 0.65368
46 3 4.77962
46 4 4.70656
46 5 4.96871
46 6 6.80810
46 7 5.41066
46 8 4.81624
47 0 0.64333
47 1 0.64632
47 2 0.64774
47 3 5.68005
47 4 5.92256
47 5 5.45899
47 6 5.94747
47 7 5.94407
47 8 6.39561
48 0 7.27538
48 1 6.78752
48 2 8.58174
48 3 7.38364
48 4 6.91943
48 5 6.41682
48 6 8.68734
48 7 7.48216
48 8 6.68898
49 0 7.29064
49 1 6.81725
49 2 8.70465
49 3 7.35624
49 4 6.96700
49 5 6.44643
49 6 8.59108
49 7 7.27585
49 8 6.70689
50 0 7.31769
50 1 6.69440
50 2 8.59719
50 3 7.20495
50 4 6.83237
50 5 6.30030
50 6 8.66462
50 7 7.25872
50 8 6.77950
51 0 7.58082
51 1 6.82277
51 2 8.73125
51 3 7.43474
51 4 7.28706
51 5 6.53664
51 6 8.95238
51 7 7.56676
51 8 7.14890
52 0 7.89025
52 1 7.11680
52 2 9.24731
52 3 7.85129
52 4 7.60797
52 5 6.83095
52 6 9.32567
52 7 7.91779
52 8 7.44861
53 0 7.57360
53 1 6.76582
53 2 8.66030
53 3 7.33977
53 4 7.33099
53 5 6.38513
53 6 8.84479
53 7 7.45186
53 8 7.18879
54 0 0.55118
54 1 0.55892
54 2 0.56527
54 3 3.95762
54 4 3.74842
54 5 6.41407
54 6 6.52712
54 7 5.66082
54 8 7.33823
55 0 0.66968
55 1 0.67857
55 2 0.69311
55 3 3.98339
55 4 3.65557
55 5 5.27758
55 6 5.39789
55 7 5.44980
55 8 3.59055
56 0 0.65033
56 1 0.65816
56 2 0.64248
56 3 6.44000
56 4 6.54902
56 5 5.55436
56 6 6.99216
56 7 6.30028
56 8 6.49591
57 0 0.76419
57 1 0.78987
57 2 0.80552
57 3 8.17617
57 4 7.27610
57 5 7.04038
57 6 5.10409
57 7 6.89156
57 8 6.25465
58 0 0.64725
58 1 0.65215
58 2 0.65855
58 3 4.51850
58 4 4.04205
58 5 5.59122
58 6 5.45178
58 7 4.02008
58 8 4.47426
59 0 0.68203
59 1 0.67693
59 2 0.68222
59 3 5.50530
59 4 6.89707
59 5 5.60278
59 6 5.20404
59 7 5.66426
59 8 6.02900
60 0 7.41081
60 1 6.80686
60 2 8.44436
60 3 7.95024
60 4 7.22842
60 5 6.23333
60 6 8.77683
60 7 8.09136
60 8 7.12365
61 0 7.36651
61 1 6.94301
61 2 8.69759
61 3 7.98741
61 4 7.15189
61 5 6.23568
61 6 9.00719
61 7 8.18369
61 8 7.11734
62 0 7.21731
62 1 6.84132
62 2 8.68536
62 3 7.97301
62 4 7.13435
62 5 6.26143
62 6 8.84666
62 7 8.01504
62 8 6.98905
63 0 7.23812
63 1 6.69552
63 2 8.58240
63 3 7.89242
63 4 7.16999
63 5 6.20135
63 6 8.84089
63 7 8.08025
63 8 7.02868
64 0 7.18295
64 1 6.64874
64 2 8.45040
64 3 7.92047
64 4 7.19577
64 5 6.25549
64 6 8.73570
64 7 7.99213
64 8 7.02228
65 0 7.10989
65 1 6.59817
65 2 8.26981
65 3 7.69216
65 4 7.02668
65 5 6.04361
65 6 8.40156
65 7 7.81415
65 8 6.79724
66 0 7.09900
66 1 6.54900
66 2 8.18191
66 3 7.69828
66 4 6.91867
66 5 5.92616
66 6 8.51650
66 7 7.95388
66 8 6.93354
67 0 7.42632
67 1 6.81865
67 2 8.52470
67 3 7.89940
67 4 7.21568
67 5 6.19473
67 6 8.81748
67 7 8.12740
67 8 7.18602
68 0 7.37277
68 1 7.10743
68 2 8.59703
68 3 8.09035
68 4 7.27680
68 5 6.67414
68 6 8.96023
68 7 8.33424
68 8 7.17284
69 0 7.47588
69 1 6.94114
69 2 8.81585
69 3 8.06440
69 4 7.31462
69 5 6.35033
69 6 9.19366
69 7 8.39461
69 8 7.39035
70 0 7.20294
70 1 7.01308
70 2 8.37346
70 3 7.79841
70 4 7.02649
70 5 6.31502
70 6 8.82096
70 7 8.01681
70 8 7.03360
71 0 9.80503
71 1 7.58901
71 2 14.14714
71 3 9.34434
71 4 9.70350
71 5 7.06831
71 6 14.49039
71 7 9.48185
71 8 9.11013
72 0 7.25525
72 1 7.05531
72 2 8.46395
72 3 7.86295
72 4 7.22718
72 5 6.78645
72 6 8.55995
72 7 7.88006
72 8 7.05041
73 0 7.06241
73 1 6.88743
73 2 8.27162
73 3 7.80861
73 4 7.13242
73 5 6.70964
73 6 8.49299
73 7 7.92450
73 8 6.93430
74 0 7.38557
74 1 7.18539
74 2 8.48738
74 3 7.97919
74 4 7.36221
74 5 6.93900
74 6 8.62398
74 7 7.98435
74 8 7.05853
75 0 7.23702
75 1 7.07434
75 2 8.25803
75 3 7.75148
75 4 7.11180
75 5 6.75366
75 6 8.54312
75 7 7.89167
75 8 6.88327
76 0 7.24185
76 1 7.14534
76 2 8.15404
76 3 7.63758
76 4 7.01271
76 5 6.64034
76 6 8.41734
76 7 7.83213
76 8 7.05871
77 0 7.23386
77 1 6.96957
77 2 8.46857
77 3 8.01433
77 4 7.23328
77 5 6.74099
77 6 8.63643
77 7 8.07579
77 8 7.02734
78 0 7.15456
78 1 7.04719
78 2 8.05470
78 3 7.74160
78 4 7.09473
78 5 6.64709
78 6 8.28373
78 7 7.80981
78 8 6.95995
79 0 7.07585
79 1 6.83768
79 2 8.03345
79 3 7.79233
79 4 6.99442
79 5 6.53629
79 6 8.18972
79 7 7.88137
79 8 6.82160
80 0 7.62625
80 1 7.19319
80 2 8.73576
80 3 8.38396
80 4 7.52281
80 5 7.03434
80 6 8.85607
80 7 8.42082
80 8 7.28243
81 0 6.60658
81 1 6.48105
81 2 7.48802
81 3 7.25769
81 4 6.56918
81 5 6.14644
81 6 7.65700
81 7 7.41926
81 8 6.46770
82 0 6.88064
82 1 6.91897
82 2 7.93222
82 3 7.65611
82 4 6.89879
82 5 6.61251
82 6 8.08102
82 7 7.67108
82 8 6.70910
83 0 8.77324
83 1 7.62614
83 2 12.79458
83 3 8.82875
83 4 8.72177
83 5 7.24846
83 6 12.99899
83 7 8.97303
83 8 8.27153
