15077080	131	5	3	13	1.81796	11
15077080	319	4	1	17	5.36383	11
15077080	496	3	0	8	0.20569	12
15078075	265	4	3	23	0.00000	12
15078075	376	3	5	8	0.00000	12
15078110	265	4	3	23	0.00000	12
15078110	376	3	5	8	0.00000	12
15078111	265	4	3	23	0.00000	12
15078111	376	3	5	8	0.00000	12
15078112	265	4	3	23	0.00000	12
15078112	376	3	5	8	0.00000	12
15079042	131	5	3	13	1.87266	11
15079046	131	5	3	13	1.76380	11
15079047	131	5	3	13	1.91453	11
15079048	18	6	2	6	2.30971	11
15079048	71	6	0	1	1.62712	11
15079048	131	5	3	13	1.85978	11
15079050	131	5	3	13	2.03371	11
15079052	131	5	3	13	1.79825	11
15079057	131	5	3	13	1.84984	11
15079058	131	5	3	13	1.89000	11
15079061	18	6	2	6	1.56164	11
15079061	131	5	3	13	1.71301	11
15079063	131	5	3	13	1.68119	11
15080003	71	6	0	1	2.37977	11
15080003	131	5	3	13	1.98649	11
15080004	71	6	0	1	1.34748	11
15080004	131	5	3	13	1.88357	11
15080005	131	5	3	13	1.91914	11
15080006	131	5	3	13	1.77499	11
15080007	131	5	3	13	1.69442	11
15080008	131	5	3	13	1.76067	11
15080013	131	5	3	13	1.83195	11
15080014	131	5	3	13	1.77784	11
15080015	131	5	3	13	1.77553	11
15080016	131	5	3	13	1.72473	11
15080024	131	5	3	13	1.71381	11
15080029	131	5	3	13	2.07289	11
15080029	496	3	0	8	0.22771	12
15080032	131	5	3	13	2.19382	11
15080032	496	3	0	8	0.12640	12
15080035	131	5	3	13	1.83324	11
15080035	496	3	0	8	0.26821	12
15080036	131	5	3	13	1.85303	11
15080036	496	3	0	8	0.26862	12
15080037	131	5	3	13	1.90840	11
15080038	131	5	3	13	1.90387	11
15080038	496	3	0	8	0.22530	12
15080039	131	5	3	13	1.83402	11
15080039	496	3	0	8	0.29419	12
15080042	496	3	0	8	0.25705	12
15080044	131	5	3	13	1.72765	11
15080044	496	3	0	8	0.24543	12
15080045	1	6	2	23	0.00000	12
15080045	2	6	2	22	0.00000	12
15080045	3	6	2	21	0.00000	12
15080045	4	6	2	20	0.00000	12
15080045	5	6	2	19	0.00000	12
15080045	6	6	2	18	0.00000	12
15080045	7	6	2	17	0.00000	12
15080045	8	6	2	16	0.00000	12
15080045	9	6	2	15	0.00000	12
15080045	10	6	2	14	0.00000	12
15080045	11	6	2	13	0.00000	12
15080045	12	6	2	12	0.00000	12
15080045	13	6	2	11	0.00000	12
15080045	14	6	2	10	0.00000	12
15080045	15	6	2	9	0.00000	12
15080045	16	6	2	8	0.00000	12
15080045	17	6	2	7	0.00000	12
15080045	18	6	2	6	0.00000	12
15080045	19	6	2	5	0.00000	12
15080045	20	6	2	4	0.00000	12
15080045	21	6	2	3	0.00000	12
15080045	22	6	2	2	0.00000	12
15080045	23	6	2	1	0.00000	12
15080045	24	6	2	0	0.00000	12
15080045	25	6	1	23	0.00000	12
15080045	26	6	1	22	0.00000	12
15080045	27	6	1	21	0.00000	12
15080045	28	6	1	20	0.00000	12
15080045	29	6	1	19	0.00000	12
15080045	30	6	1	18	0.00000	12
15080045	31	6	1	17	0.00000	12
15080045	32	6	1	16	0.00000	12
15080045	33	6	1	15	0.00000	12
15080045	34	6	1	14	0.00000	12
15080045	35	6	1	13	0.00000	12
15080045	36	6	1	12	0.00000	12
15080045	37	6	1	11	0.00000	12
15080045	38	6	1	10	0.00000	12
15080045	39	6	1	9	0.00000	12
15080045	40	6	1	8	0.00000	12
15080045	41	6	1	7	0.00000	12
15080045	42	6	1	6	0.00000	12
15080045	49	6	0	23	0.00000	12
15080045	50	6	0	22	0.00000	12
15080045	51	6	0	21	0.00000	12
15080045	52	6	0	20	0.00000	12
15080045	53	6	0	19	0.00000	12
